%O2,y,y_err
5,0.31380,0.00760
5,0.89139,0.01283
5,0.68576,0.01119
5,0.80279,0.02432
5,2.30626,0.35141
21,0.30028,0.00445
5,0.57932,0.01832
5,2.20678,0.04602
5,1.52791,0.03215
5,1.84554,0.04285
5,3.16612,0.31349
21,0.46653,0.01248
5,0.30173,0.00926
5,1.00566,0.05439
5,0.87143,0.02759
5,0.82253,0.02503
5,1.04408,0.08326
21,0.22987,0.00695
